	index	Date	HomeTeam	AwayTeam	FTHG	FTAG	HS	AS	HST	AST	HTHG	HTAG	HF	AF	FTR	HTR	HY	AY	HR	AR	WHH	WHD	WHA	Season	watch	AGS	AGA	AYC	ARC	AWW	HGS	HGA	HYC	HRC	HWW
2845	3142	2009-02-21	Stoke	Portsmouth	2	2	6	6	2	2	0	0	6	10	D	D	1	3	0	0	2.5	3.2	2.88	08	1	1.08	1.64	1.44	0.12	0.32	0.84	1.6	2.04	0.2	0.28
2846	3143	2009-02-22	Fulham	West Brom	2	0	19	8	9	5	0	0	11	10	H	D	0	1	0	0	1.83	3.4	4.5	08	0	0.96	1.88	1.88	0.04	0.44	0.9166666666666666	0.9166666666666666	1.0416666666666667	0.041666666666666664	0.3333333333333333
2847	3144	2009-02-22	Liverpool	Man City	1	1	18	10	5	4	0	0	10	13	D	D	1	2	0	0	1.53	3.75	7.0	08	0	1.68	1.36	1.2000000000000002	0.16	0.4	1.68	0.68	1.48	0.0	0.24
2848	3145	2009-02-22	Newcastle	Everton	0	0	4	15	0	5	0	0	15	15	D	D	0	1	1	0	3.0	3.2	2.4	08	0	1.3599999999999997	1.12	1.4	0.04	0.32	1.32	1.68	1.56	0.16	0.4
2849	3146	2009-02-23	Hull	Tottenham	1	2	12	9	4	6	1	1	11	7	A	D	2	1	0	0	3.2	3.2	2.3	08	0	1.04	1.24	1.48	0.16	0.2	1.24	1.84	1.84	0.04	0.52
2850	3147	2009-02-28	Arsenal	Fulham	0	0	16	12	8	3	0	0	6	14	D	D	0	0	0	0	1.4	4.2	9.0	08	0	0.96	0.88	1.0	0.04	0.32	1.4615384615384615	0.9615384615384616	1.7692307692307692	0.11538461538461539	0.2692307692307693
2851	3148	2009-02-28	Chelsea	Wigan	2	1	17	13	13	7	1	0	14	11	H	H	3	2	0	0	1.3	4.8	11.0	08	1	1.0	0.9230769230769235	1.8076923076923077	0.11538461538461539	0.2692307692307693	1.7307692307692308	0.5769230769230768	1.5769230769230769	0.11538461538461539	0.2692307692307693
2852	3149	2009-02-28	Everton	West Brom	2	0	11	17	6	9	1	0	9	14	H	H	1	1	0	0	1.5	4.0	7.0	08	0	0.9230769230769231	1.8846153846153846	1.8461538461538463	0.038461538461538464	0.4230769230769231	1.3076923076923075	1.076923076923077	1.3846153846153846	0.038461538461538464	0.3076923076923077
2853	3150	2009-02-28	Middlesbrough	Liverpool	2	0	5	16	3	7	1	0	2	6	H	H	2	0	0	0	5.25	3.5	1.7	08	0	1.6538461538461537	0.6923076923076923	1.4615384615384615	0.0	0.23076923076923078	0.6923076923076923	1.3846153846153846	1.5	0.07692307692307693	0.19230769230769232
2854	3151	2009-03-01	Aston Villa	Stoke	2	2	11	7	7	3	1	0	7	12	D	H	1	1	0	0	1.4	4.33	8.5	08	1	0.8846153846153846	1.6153846153846154	2.0	0.19230769230769232	0.3076923076923077	1.5384615384615385	0.9615384615384618	1.5	0.038461538461538464	0.4230769230769231
2855	3152	2009-03-01	Bolton	Newcastle	1	0	10	19	6	11	0	0	14	9	H	D	2	3	0	0	2.0	3.3	3.8	08	0	1.2692307692307692	1.6153846153846154	1.5	0.19230769230769232	0.38461538461538464	1.1153846153846154	1.4615384615384612	1.7307692307692308	0.038461538461538464	0.38461538461538464
2856	3153	2009-03-01	Hull	Blackburn	1	2	9	8	5	6	0	2	14	19	A	A	2	3	1	1	2.88	3.2	2.5	08	0	1.1200000000000003	1.68	2.2000000000000006	0.08	0.48	1.2307692307692308	1.8461538461538463	1.8461538461538463	0.038461538461538464	0.5
2857	3154	2009-03-01	West Ham	Man City	1	0	13	9	9	2	0	0	14	18	H	D	2	2	0	0	2.4	3.3	2.9	08	0	1.6538461538461537	1.3461538461538463	1.2307692307692308	0.15384615384615385	0.38461538461538464	1.2307692307692308	1.3076923076923077	1.6153846153846154	0.07692307692307693	0.46153846153846156
2858	3155	2009-03-03	Liverpool	Sunderland	2	0	22	5	12	2	0	0	9	6	H	D	1	1	0	0	1.44	4.0	8.5	08	0	1.038461538461539	1.2692307692307692	1.9615384615384615	0.0	0.3076923076923077	1.5925925925925926	0.7407407407407407	1.4074074074074074	0.0	0.2222222222222222
2859	3156	2009-03-03	Portsmouth	Chelsea	0	1	13	20	9	11	0	0	7	15	A	D	0	0	0	0	6.5	3.6	1.57	08	1	1.7407407407407407	0.5925925925925924	1.6296296296296295	0.1111111111111111	0.2962962962962963	1.1153846153846154	1.6538461538461537	1.5	0.11538461538461539	0.34615384615384615
2860	3157	2009-03-03	West Brom	Arsenal	1	3	8	16	4	8	1	3	19	14	A	A	4	0	0	0	6.0	3.6	1.62	08	1	1.4074074074074074	0.9259259259259259	1.7037037037037037	0.1111111111111111	0.2592592592592593	0.8888888888888888	1.8888888888888888	1.8148148148148149	0.037037037037037035	0.4074074074074074
2861	3158	2009-03-04	Blackburn	Everton	0	0	8	9	3	5	0	0	11	14	D	D	1	0	0	0	2.5	3.1	2.9	08	0	1.333333333333333	1.0370370370370372	1.3703703703703705	0.037037037037037035	0.2962962962962963	1.1538461538461542	1.6538461538461537	2.2307692307692313	0.11538461538461539	0.46153846153846156
2862	3159	2009-03-04	Fulham	Hull	0	1	17	10	9	3	0	0	11	14	A	D	3	1	0	0	1.73	3.4	5.25	08	0	1.2222222222222223	1.8518518518518519	1.8518518518518519	0.07407407407407407	0.48148148148148145	0.9230769230769231	0.8461538461538461	0.9615384615384616	0.038461538461538464	0.3076923076923077
2863	3160	2009-03-04	Man City	Aston Villa	2	0	15	7	7	5	1	0	7	11	H	H	1	2	0	0	2.5	3.2	2.88	08	0	1.5555555555555556	1.0000000000000002	1.4814814814814814	0.037037037037037035	0.4444444444444444	1.5925925925925926	1.3333333333333333	1.2592592592592593	0.14814814814814814	0.37037037037037035
2864	3161	2009-03-04	Newcastle	Man United	1	2	9	11	6	9	1	1	10	10	A	D	2	2	0	0	7.0	4.0	1.5	08	1	1.7692307692307692	0.4230769230769231	1.7692307692307692	0.07692307692307693	0.34615384615384615	1.2222222222222223	1.5925925925925926	1.5555555555555556	0.18518518518518517	0.37037037037037035
2865	3162	2009-03-04	Stoke	Bolton	2	0	11	12	6	9	1	0	16	14	H	H	2	1	0	0	2.62	3.1	2.8	08	0	1.1111111111111112	1.4074074074074072	1.7407407407407407	0.037037037037037035	0.37037037037037035	0.9259259259259259	1.6296296296296295	1.962962962962963	0.18518518518518517	0.3333333333333333
2866	3163	2009-03-04	Tottenham	Middlesbrough	4	0	12	15	7	6	3	0	7	6	H	H	0	1	0	0	1.8	3.4	4.6	08	1	0.7407407407407407	1.3333333333333333	1.5185185185185186	0.07407407407407407	0.18518518518518517	1.0769230769230769	1.2307692307692308	1.4615384615384615	0.15384615384615385	0.19230769230769232
2867	3164	2009-03-04	Wigan	West Ham	0	1	20	8	8	4	0	1	9	11	A	A	2	5	1	1	2.2	3.2	3.4	08	0	1.2222222222222223	1.2592592592592593	1.6296296296296295	0.07407407407407407	0.4444444444444444	1.0	0.9629629629629634	1.8148148148148149	0.1111111111111111	0.2962962962962963
2868	3165	2009-03-07	Sunderland	Tottenham	1	1	8	13	3	8	1	0	17	9	D	H	3	2	0	0	2.7	3.2	2.62	08	0	1.1851851851851851	1.1851851851851851	1.4074074074074074	0.14814814814814814	0.2222222222222222	1.0000000000000004	1.2962962962962963	1.9259259259259258	0.0	0.2962962962962963
2869	3166	2009-03-11	Fulham	Blackburn	1	2	10	16	8	9	1	0	14	8	A	H	1	1	0	0	2.25	3.2	3.3	08	1	1.1111111111111114	1.5925925925925926	2.1851851851851856	0.1111111111111111	0.4444444444444444	0.8888888888888888	0.8518518518518519	1.037037037037037	0.037037037037037035	0.2962962962962963
2870	3167	2009-03-14	Arsenal	Blackburn	4	0	18	7	12	3	1	0	8	14	H	H	0	4	0	0	1.4	4.2	9.0	08	1	1.142857142857143	1.5714285714285714	2.1428571428571432	0.10714285714285714	0.4642857142857143	1.4642857142857142	0.9285714285714286	1.6428571428571428	0.10714285714285714	0.2857142857142857
2871	3168	2009-03-14	Bolton	Fulham	1	3	14	14	9	8	1	1	10	7	A	D	0	0	0	0	2.15	3.2	3.5	08	1	0.8928571428571429	0.8928571428571429	1.0357142857142858	0.03571428571428571	0.32142857142857145	1.0714285714285714	1.4285714285714284	1.7142857142857142	0.03571428571428571	0.35714285714285715
2872	3169	2009-03-14	Everton	Stoke	3	1	17	10	13	5	2	0	7	12	H	H	0	1	0	0	1.44	4.0	8.5	08	1	0.9642857142857143	1.5714285714285714	1.9642857142857142	0.17857142857142858	0.32142857142857145	1.2857142857142854	1.0000000000000002	1.3214285714285714	0.03571428571428571	0.2857142857142857
2873	3170	2009-03-14	Hull	Newcastle	1	1	9	9	2	3	1	1	18	13	D	D	3	3	0	0	2.6	3.2	2.75	08	0	1.2142857142857142	1.6071428571428572	1.5714285714285714	0.17857142857142858	0.39285714285714285	1.2142857142857142	1.7857142857142858	1.8214285714285714	0.07142857142857142	0.4642857142857143
2874	3171	2009-03-14	Man United	Liverpool	1	4	14	9	9	6	1	2	14	15	A	A	2	3	1	0	1.91	3.2	4.33	08	1	1.6071428571428572	0.7142857142857143	1.3928571428571428	0.0	0.21428571428571427	1.7777777777777777	0.4444444444444444	1.7777777777777777	0.07407407407407407	0.37037037037037035
2875	3172	2009-03-14	Middlesbrough	Portsmouth	1	1	16	8	11	4	0	1	9	11	D	A	1	3	1	0	2.15	3.2	3.5	08	0	1.0740740740740742	1.6296296296296295	1.4444444444444444	0.1111111111111111	0.37037037037037035	0.7142857142857143	1.4285714285714286	1.5	0.07142857142857142	0.21428571428571427
2876	3173	2009-03-14	Sunderland	Wigan	1	2	7	9	3	5	1	2	8	11	A	A	0	1	0	0	2.2	3.2	3.4	08	0	0.9642857142857143	0.9642857142857146	1.8214285714285714	0.14285714285714285	0.2857142857142857	1.0000000000000004	1.2857142857142858	1.9642857142857142	0.0	0.2857142857142857
2877	3174	2009-03-15	Aston Villa	Tottenham	1	2	11	10	5	9	0	1	12	9	A	A	1	3	0	0	2.05	3.2	3.75	08	0	1.1785714285714286	1.1785714285714286	1.4285714285714286	0.14285714285714285	0.21428571428571427	1.5	1.035714285714286	1.5	0.03571428571428571	0.42857142857142855
2878	3175	2009-03-15	Chelsea	Man City	1	0	18	6	6	3	1	0	7	8	H	H	0	2	0	0	1.4	4.2	9.0	08	0	1.6071428571428572	1.2857142857142858	1.25	0.14285714285714285	0.35714285714285715	1.7142857142857142	0.5714285714285713	1.5714285714285714	0.10714285714285714	0.32142857142857145
2879	3176	2009-03-16	West Ham	West Brom	0	0	9	8	4	4	0	0	10	10	D	D	1	1	0	0	1.67	3.5	5.5	08	0	0.8928571428571429	1.9285714285714286	1.8928571428571428	0.03571428571428571	0.42857142857142855	1.2142857142857142	1.2142857142857142	1.75	0.10714285714285714	0.42857142857142855
2880	3177	2009-03-21	Blackburn	West Ham	1	1	15	6	11	2	0	1	14	9	D	A	2	1	0	0	2.0	3.3	3.8	08	0	1.1724137931034482	1.1724137931034482	1.7241379310344827	0.10344827586206896	0.41379310344827586	1.1034482758620692	1.6551724137931034	2.2068965517241383	0.10344827586206896	0.4827586206896552
2881	3178	2009-03-21	Fulham	Man United	2	0	15	13	6	8	1	0	14	10	H	H	2	4	0	2	8.0	4.0	1.44	08	0	1.75	0.5714285714285714	1.7857142857142858	0.10714285714285714	0.39285714285714285	0.9655172413793104	0.896551724137931	1.0000000000000002	0.034482758620689655	0.3448275862068966
2882	3179	2009-03-21	Newcastle	Arsenal	1	3	11	15	8	10	0	0	12	12	A	D	0	1	0	0	5.5	3.5	1.67	08	1	1.5517241379310345	0.896551724137931	1.5862068965517242	0.10344827586206896	0.3103448275862069	1.206896551724138	1.5862068965517242	1.6206896551724137	0.1724137931034483	0.3793103448275862
2883	3180	2009-03-21	Portsmouth	Everton	2	1	16	5	11	2	1	1	19	8	H	D	2	1	0	0	2.62	3.3	2.62	08	0	1.3448275862068964	1.0000000000000002	1.2758620689655173	0.034482758620689655	0.3103448275862069	1.0714285714285716	1.6071428571428572	1.5	0.10714285714285714	0.35714285714285715
2884	3181	2009-03-21	Stoke	Middlesbrough	1	0	10	17	4	8	0	0	18	13	H	D	4	1	0	0	2.3	3.3	3.1	08	0	0.7241379310344828	1.4137931034482758	1.4827586206896552	0.10344827586206896	0.20689655172413793	0.9655172413793104	1.6206896551724137	1.9310344827586208	0.1724137931034483	0.3448275862068966
2885	3182	2009-03-21	Tottenham	Chelsea	1	0	8	15	4	9	0	0	14	8	H	D	2	2	0	0	4.5	3.4	1.83	08	0	1.6896551724137931	0.5517241379310344	1.5172413793103448	0.10344827586206896	0.3103448275862069	1.206896551724138	1.1724137931034482	1.4827586206896552	0.13793103448275862	0.20689655172413793
2886	3183	2009-03-21	West Brom	Bolton	1	1	11	14	4	11	0	0	10	12	D	D	2	1	0	0	2.3	3.3	3.1	08	0	1.0689655172413792	1.482758620689655	1.6551724137931034	0.034482758620689655	0.3793103448275862	0.8620689655172413	1.8620689655172413	1.8620689655172413	0.034482758620689655	0.41379310344827586
2887	3184	2009-03-22	Liverpool	Aston Villa	5	0	14	6	7	4	3	0	10	13	H	H	1	3	0	1	1.44	4.0	8.0	08	1	1.4827586206896552	1.0689655172413794	1.4827586206896552	0.034482758620689655	0.41379310344827586	1.6896551724137931	0.7241379310344828	1.4482758620689655	0.0	0.2413793103448276
2888	3185	2009-03-22	Man City	Sunderland	1	0	18	6	10	5	0	0	16	12	H	D	3	6	0	1	1.62	3.6	6.0	08	0	1.0000000000000004	1.3103448275862069	1.896551724137931	0.0	0.27586206896551724	1.5517241379310345	1.2758620689655173	1.2758620689655173	0.13793103448275862	0.3448275862068966
2889	3186	2009-03-22	Wigan	Hull	1	0	16	8	6	2	0	0	14	13	H	D	1	3	0	0	1.73	3.5	5.0	08	0	1.206896551724138	1.7586206896551724	1.8620689655172413	0.06896551724137931	0.4482758620689655	1.0	0.9655172413793107	1.793103448275862	0.13793103448275862	0.27586206896551724
2890	3187	2009-04-04	Arsenal	Man City	2	0	17	9	9	4	1	0	11	9	H	H	1	3	0	0	1.44	4.0	8.0	08	0	1.5333333333333334	1.2333333333333334	1.3333333333333333	0.13333333333333333	0.3333333333333333	1.6	0.9	1.5666666666666667	0.1	0.3333333333333333
2891	3188	2009-04-04	Blackburn	Tottenham	2	1	11	9	6	3	0	1	13	9	H	A	1	1	0	1	2.6	3.3	2.62	08	0	1.2	1.1333333333333333	1.5	0.13333333333333333	0.2	1.1000000000000003	1.6333333333333333	2.2000000000000006	0.1	0.4666666666666667
2892	3189	2009-04-04	Bolton	Middlesbrough	4	1	16	19	9	4	2	1	20	14	H	H	2	1	0	0	2.05	3.3	3.6	08	1	0.7	1.4	1.4666666666666666	0.1	0.2	1.0666666666666667	1.4666666666666663	1.6333333333333333	0.03333333333333333	0.36666666666666664
2893	3190	2009-04-04	Fulham	Liverpool	0	1	3	19	1	10	0	0	8	10	A	D	2	2	0	0	6.0	3.75	1.57	08	0	1.8	0.7	1.4333333333333333	0.0	0.26666666666666666	1.0	0.8666666666666667	1.0333333333333337	0.03333333333333333	0.3333333333333333
2894	3191	2009-04-04	Hull	Portsmouth	0	0	9	7	1	2	0	0	13	14	D	D	0	2	0	1	2.6	3.3	2.62	08	0	1.1034482758620692	1.5862068965517242	1.5172413793103448	0.10344827586206896	0.3448275862068966	1.1666666666666667	1.7333333333333334	1.9	0.06666666666666667	0.43333333333333335
2895	3192	2009-04-04	Newcastle	Chelsea	0	2	6	16	4	10	0	0	7	17	A	D	0	2	0	0	5.5	3.8	1.6	08	0	1.6333333333333333	0.5666666666666665	1.5333333333333334	0.1	0.3	1.2	1.6333333333333333	1.5666666666666667	0.16666666666666666	0.4
2896	3193	2009-04-04	West Brom	Stoke	0	2	12	9	9	6	0	1	10	10	A	A	2	1	0	0	2.05	3.3	3.6	08	0	0.9666666666666667	1.5666666666666667	2.0	0.16666666666666666	0.3333333333333333	0.8666666666666667	1.8333333333333333	1.8666666666666667	0.03333333333333333	0.4
2897	3194	2009-04-04	West Ham	Sunderland	2	0	16	14	11	9	1	0	10	7	H	H	1	1	0	0	2.1	3.25	3.6	08	1	0.9666666666666671	1.3	2.033333333333333	0.03333333333333333	0.26666666666666666	1.1666666666666667	1.1666666666666667	1.7	0.1	0.4
2898	3195	2009-04-05	Everton	Wigan	4	0	14	14	10	8	1	0	17	11	H	H	0	3	0	0	1.73	3.5	5.0	08	1	1.0	0.9333333333333337	1.7666666666666666	0.13333333333333333	0.26666666666666666	1.333333333333333	1.0333333333333337	1.2666666666666666	0.03333333333333333	0.3
2899	3196	2009-04-05	Man United	Aston Villa	3	2	14	8	9	8	1	1	11	15	H	D	1	2	0	0	1.4	4.2	9.0	08	1	1.4333333333333333	1.2	1.5333333333333334	0.06666666666666667	0.43333333333333335	1.6896551724137931	0.6206896551724138	1.8620689655172413	0.1724137931034483	0.3793103448275862
2900	3197	2009-04-11	Chelsea	Bolton	4	3	20	14	9	6	1	0	11	17	H	H	0	0	0	0	1.3	4.33	15.0	08	1	1.1612903225806452	1.4516129032258063	1.6451612903225807	0.03225806451612903	0.3870967741935484	1.6451612903225807	0.5483870967741934	1.5483870967741935	0.0967741935483871	0.2903225806451613
2901	3198	2009-04-11	Liverpool	Blackburn	4	0	22	7	12	5	2	0	6	13	H	H	2	1	0	0	1.36	4.2	11.0	08	1	1.1290322580645165	1.6129032258064515	2.1612903225806455	0.0967741935483871	0.45161290322580644	1.7741935483870968	0.6774193548387096	1.4516129032258065	0.0	0.25806451612903225
2902	3199	2009-04-11	Middlesbrough	Hull	3	1	15	12	9	6	2	1	15	16	H	H	3	3	0	0	2.1	3.25	3.6	08	1	1.1290322580645162	1.6774193548387097	1.8387096774193548	0.06451612903225806	0.41935483870967744	0.7096774193548387	1.4838709677419355	1.4516129032258065	0.0967741935483871	0.22580645161290322
2903	3200	2009-04-11	Portsmouth	West Brom	2	2	14	12	4	7	1	0	16	10	D	H	3	1	0	0	1.8	3.3	4.8	08	1	0.8387096774193549	1.8387096774193548	1.8709677419354838	0.03225806451612903	0.3870967741935484	1.0666666666666669	1.5333333333333334	1.5333333333333334	0.13333333333333333	0.3333333333333333
2904	3201	2009-04-11	Stoke	Newcastle	1	1	17	8	6	2	1	0	14	11	D	H	4	2	0	0	2.4	3.3	2.9	08	0	1.1612903225806452	1.6451612903225807	1.5161290322580645	0.16129032258064516	0.3870967741935484	1.0	1.5161290322580645	1.967741935483871	0.16129032258064516	0.3225806451612903
2905	3202	2009-04-11	Sunderland	Man United	1	2	12	18	7	8	0	1	6	3	A	A	1	2	0	0	7.5	3.8	1.5	08	1	1.7333333333333334	0.6666666666666666	1.8333333333333333	0.16666666666666666	0.4	0.9354838709677424	1.3225806451612903	2.0	0.03225806451612903	0.2903225806451613
2906	3203	2009-04-11	Tottenham	West Ham	1	0	14	8	9	6	0	0	9	12	H	D	1	4	0	0	1.8	3.3	4.8	08	0	1.1935483870967742	1.1290322580645162	1.6774193548387097	0.0967741935483871	0.41935483870967744	1.1935483870967742	1.1612903225806452	1.4838709677419355	0.16129032258064516	0.1935483870967742
2907	3204	2009-04-11	Wigan	Arsenal	1	4	11	15	5	8	1	0	15	16	A	H	3	3	0	0	5.5	3.4	1.7	08	1	1.6129032258064515	0.8709677419354839	1.5483870967741935	0.0967741935483871	0.3225806451612903	0.967741935483871	1.0322580645161294	1.8064516129032258	0.12903225806451613	0.2903225806451613
2908	3205	2009-04-12	Aston Villa	Everton	3	3	15	10	8	6	1	2	9	15	D	A	0	2	0	0	2.25	3.2	3.3	08	1	1.4193548387096773	1.0000000000000004	1.2258064516129032	0.03225806451612903	0.3225806451612903	1.4516129032258065	1.2580645161290323	1.5483870967741935	0.06451612903225806	0.45161290322580644
2909	3206	2009-04-12	Man City	Fulham	1	3	13	15	5	11	1	0	9	8	A	H	0	1	0	0	1.91	3.25	4.33	08	1	0.967741935483871	0.8709677419354839	1.0645161290322585	0.03225806451612903	0.3225806451612903	1.4838709677419355	1.2580645161290323	1.3870967741935485	0.12903225806451613	0.3225806451612903
2910	3207	2009-04-18	Aston Villa	West Ham	1	1	17	18	7	9	1	0	9	10	D	H	2	3	0	0	1.67	3.5	5.5	08	0	1.15625	1.125	1.75	0.09375	0.40625	1.5	1.3125	1.5	0.0625	0.46875
2911	3208	2009-04-18	Middlesbrough	Fulham	0	0	18	11	14	6	0	0	10	14	D	D	3	1	0	0	2.15	3.3	3.4	08	0	1.03125	0.875	1.0625000000000004	0.03125	0.34375	0.78125	1.46875	1.5	0.09375	0.25
2912	3209	2009-04-18	Portsmouth	Bolton	1	0	20	5	10	1	0	0	11	14	H	D	2	4	0	0	2.05	3.2	3.8	08	0	1.21875	1.5312499999999998	1.59375	0.03125	0.40625	1.0967741935483872	1.5483870967741935	1.5806451612903225	0.12903225806451613	0.3548387096774194
2913	3210	2009-04-18	Stoke	Blackburn	1	0	6	3	2	1	0	0	11	4	H	D	3	1	0	0	2.38	3.25	3.0	08	0	1.0937500000000002	1.6875	2.1250000000000004	0.09375	0.46875	1.0	1.5	2.03125	0.15625	0.3125
2914	3211	2009-04-18	Sunderland	Hull	1	0	8	13	4	3	1	0	11	23	H	H	2	3	0	0	1.85	3.3	4.5	08	0	1.125	1.71875	1.875	0.0625	0.4375	0.9375000000000004	1.34375	1.96875	0.03125	0.3125
2915	3212	2009-04-19	Man City	West Brom	4	2	18	26	11	17	2	1	18	14	H	H	1	2	0	0	1.67	3.5	5.5	08	1	0.875	1.84375	1.84375	0.03125	0.40625	1.46875	1.3125	1.34375	0.125	0.34375
2916	3213	2009-04-19	Tottenham	Newcastle	1	0	22	8	18	3	1	0	13	15	H	H	1	2	0	0	1.67	3.5	5.5	08	0	1.15625	1.625	1.53125	0.15625	0.375	1.1875	1.125	1.46875	0.15625	0.1875
2917	3214	2009-04-21	Liverpool	Arsenal	4	4	22	8	15	4	0	1	10	12	D	A	0	1	0	0	1.8	3.4	4.6	08	1	1.6875	0.875	1.59375	0.09375	0.34375	1.84375	0.65625	1.46875	0.0	0.28125
2918	3215	2009-04-22	Chelsea	Everton	0	0	18	14	6	5	0	0	9	10	D	D	0	1	0	0	1.44	4.0	8.5	08	0	1.4687499999999998	1.0625000000000004	1.25	0.03125	0.34375	1.71875	0.6249999999999999	1.5	0.09375	0.3125
2919	3216	2009-04-22	Man United	Portsmouth	2	0	20	5	14	1	1	0	10	8	H	H	1	0	0	0	1.22	5.5	15.0	08	0	1.0937500000000002	1.5	1.59375	0.125	0.34375	1.7419354838709677	0.6774193548387096	1.8387096774193548	0.16129032258064516	0.41935483870967744
2920	3217	2009-04-25	Bolton	Aston Villa	1	1	9	14	6	6	0	1	12	9	D	A	0	1	0	0	2.9	3.3	2.4	08	0	1.4848484848484849	1.303030303030303	1.5151515151515151	0.06060606060606061	0.45454545454545453	1.1818181818181819	1.515151515151515	1.6666666666666667	0.030303030303030304	0.3939393939393939
2921	3218	2009-04-25	Everton	Man City	1	2	12	16	4	10	0	1	12	14	A	A	1	3	0	0	1.83	3.4	4.5	08	0	1.5454545454545454	1.3333333333333333	1.3333333333333333	0.12121212121212122	0.36363636363636365	1.424242424242424	1.0303030303030307	1.2424242424242424	0.030303030303030304	0.3333333333333333
2922	3219	2009-04-25	Fulham	Stoke	1	0	10	9	7	2	1	0	8	11	H	H	1	2	0	0	1.8	3.3	4.8	08	0	1.0	1.4545454545454546	2.0606060606060606	0.15151515151515152	0.30303030303030304	1.0	0.8484848484848485	1.060606060606061	0.030303030303030304	0.3333333333333333
2923	3220	2009-04-25	Hull	Liverpool	1	3	7	21	5	8	0	1	15	14	A	A	3	1	1	0	9.0	4.5	1.36	08	1	1.9090909090909092	0.7575757575757576	1.4242424242424243	0.0	0.30303030303030304	1.0909090909090908	1.696969696969697	1.9090909090909092	0.06060606060606061	0.42424242424242425
2924	3221	2009-04-25	Man United	Tottenham	5	2	21	6	14	4	0	2	14	10	H	A	3	3	0	0	1.4	4.33	8.0	08	1	1.1818181818181819	1.0909090909090908	1.4545454545454546	0.15151515151515152	0.18181818181818182	1.75	0.65625	1.8125	0.15625	0.40625
2925	3222	2009-04-25	West Brom	Sunderland	3	0	15	9	9	5	1	0	9	14	H	H	0	1	0	0	2.38	3.25	3.0	08	0	0.9393939393939398	1.303030303030303	1.9696969696969697	0.030303030303030304	0.30303030303030304	0.9090909090909091	1.9090909090909092	1.8484848484848484	0.030303030303030304	0.42424242424242425
2926	3223	2009-04-25	West Ham	Chelsea	0	1	8	20	6	8	0	0	9	11	A	D	1	0	0	0	4.33	3.4	1.85	08	0	1.6666666666666667	0.606060606060606	1.4545454545454546	0.09090909090909091	0.30303030303030304	1.1515151515151516	1.121212121212121	1.7878787878787878	0.09090909090909091	0.3939393939393939
2927	3224	2009-04-26	Arsenal	Middlesbrough	2	0	15	5	11	4	1	0	8	13	H	H	0	0	0	0	1.5	4.0	7.0	08	0	0.7575757575757576	1.4242424242424243	1.5454545454545454	0.09090909090909091	0.24242424242424243	1.7575757575757576	0.9696969696969697	1.5757575757575757	0.09090909090909091	0.36363636363636365
2928	3225	2009-04-26	Blackburn	Wigan	2	0	14	17	8	8	1	0	11	11	H	H	0	0	0	0	1.95	3.4	3.8	08	1	0.96875	1.1250000000000004	1.84375	0.125	0.3125	1.0606060606060608	1.6666666666666667	2.0909090909090913	0.09090909090909091	0.45454545454545453
2929	3226	2009-04-27	Newcastle	Portsmouth	0	0	13	15	8	7	0	0	13	8	D	D	2	2	0	0	2.0	3.5	3.6	08	0	1.0606060606060608	1.5151515151515151	1.5454545454545454	0.12121212121212122	0.3333333333333333	1.121212121212121	1.606060606060606	1.5454545454545454	0.15151515151515152	0.36363636363636365
2930	3227	2009-05-02	Chelsea	Fulham	3	1	13	8	5	3	2	1	6	7	H	H	0	1	0	0	1.44	4.0	8.0	08	1	1.0	0.8235294117647058	1.0588235294117652	0.029411764705882353	0.3235294117647059	1.6470588235294117	0.588235294117647	1.411764705882353	0.08823529411764706	0.29411764705882354
2931	3228	2009-05-02	Man City	Blackburn	3	1	9	16	7	9	3	0	10	14	H	H	2	3	0	0	1.91	3.4	4.0	08	1	1.0882352941176472	1.6176470588235294	2.0294117647058827	0.08823529411764706	0.47058823529411764	1.5588235294117647	1.3235294117647058	1.3823529411764706	0.11764705882352941	0.35294117647058826
2932	3229	2009-05-02	Middlesbrough	Man United	0	2	11	13	5	4	0	1	7	7	A	A	1	1	0	0	6.5	4.2	1.5	08	0	1.8484848484848484	0.696969696969697	1.8484848484848484	0.15151515151515152	0.42424242424242425	0.7352941176470589	1.4411764705882353	1.5	0.08823529411764706	0.23529411764705882
2933	3230	2009-05-02	Portsmouth	Arsenal	0	3	12	15	4	9	0	2	9	10	A	A	3	1	1	0	3.6	3.3	2.05	08	0	1.7647058823529411	0.9411764705882353	1.5294117647058822	0.08823529411764706	0.35294117647058826	1.0294117647058825	1.4705882352941178	1.5588235294117647	0.11764705882352941	0.3235294117647059
