,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HTHG,HTAG,HF,AF,FTR,HTR,HY,AY,HR,AR,WHH,WHD,WHA,Season,watch,AGS,AGA,AYC,ARC,AWW,HGS,HGA,HYC,HRC,HWW,HP,AP
3171,2010-01-26,Portsmouth,West Ham,1,1,14,12,8,4,0,0,16,9,D,D,3,1,0,0,2.37,3.1,2.62,9,0,1.3333333333333333,1.761904761904762,2.142857142857143,0.14285714285714285,0.6190476190476191,0.9,1.6,2.1,0.1,0.35,14,16
3172,2010-01-26,Tottenham,Fulham,2,0,13,9,7,6,1,0,11,16,H,H,1,1,0,0,1.5,3.4,6.0,9,0,1.238095238095238,1.1428571428571428,1.238095238095238,0.047619047619047616,0.2380952380952381,1.9090909090909087,1.0909090909090908,1.7272727272727273,0.045454545454545456,0.3181818181818182,35,24
3173,2010-01-26,Wolves,Liverpool,0,0,6,6,4,3,0,0,10,11,D,D,0,1,0,0,4.2,3.4,1.7,9,0,1.8181818181818188,1.181818181818182,1.3636363636363635,0.18181818181818185,0.4090909090909091,0.8095238095238095,1.809523809523809,2.0,0.14285714285714285,0.3333333333333333,16,34
3174,2010-01-27,Aston Villa,Arsenal,0,0,8,12,2,8,0,0,16,15,D,D,2,2,0,0,3.0,3.2,2.1,9,0,2.6818181818181817,1.1363636363636365,1.4090909090909092,0.0,0.5,1.380952380952381,0.8571428571428571,1.9047619047619049,0.09523809523809523,0.14285714285714285,33,45
3175,2010-01-27,Blackburn,Wigan,2,1,13,13,7,8,1,0,20,13,H,H,3,1,0,0,1.91,3.2,3.5,9,1,1.15,2.2,1.5,0.05,0.45,1.0454545454545454,1.7727272727272727,1.5,0.045454545454545456,0.3636363636363637,24,19
3176,2010-01-27,Chelsea,Birmingham,3,0,25,5,17,3,2,0,11,8,H,H,0,0,0,0,1.22,4.8,10.0,9,0,1.0,0.9047619047619048,1.761904761904762,0.047619047619047616,0.2380952380952381,2.4761904761904763,0.8571428571428571,1.3333333333333333,0.09523809523809523,0.42857142857142855,45,33
3177,2010-01-30,Birmingham,Tottenham,1,1,12,21,6,12,0,0,12,8,D,D,4,2,0,0,3.1,3.25,2.3,9,0,1.9130434782608696,1.0434782608695652,1.6956521739130437,0.043478260869565216,0.3043478260869565,0.9545454545454546,1.0,1.681818181818182,0.045454545454545456,0.2272727272727273,33,38
3178,2010-01-30,Burnley,Chelsea,1,2,5,16,3,9,0,1,12,12,A,A,1,1,0,0,8.0,4.5,1.28,9,0,2.5,0.8181818181818182,1.2727272727272727,0.09090909090909093,0.4090909090909091,1.0,2.0,1.4090909090909092,0.09090909090909093,0.3636363636363637,20,48
3179,2010-01-30,Fulham,Aston Villa,0,2,15,9,8,6,0,2,10,15,A,A,0,2,0,0,2.6,3.2,2.7,9,0,1.318181818181818,0.8181818181818182,1.9090909090909087,0.09090909090909093,0.13636363636363635,1.181818181818182,1.181818181818182,1.2272727272727273,0.045454545454545456,0.2272727272727273,24,34
3180,2010-01-30,Hull,Wolves,2,2,8,13,4,4,1,0,15,10,D,H,2,0,0,0,2.25,3.2,3.25,9,1,0.7727272727272727,1.7272727272727273,1.9090909090909087,0.13636363636363635,0.3181818181818182,0.9090909090909092,2.090909090909091,1.9090909090909087,0.09090909090909093,0.4090909090909091,19,17
3181,2010-01-30,Liverpool,Bolton,2,0,13,4,6,1,1,0,12,10,H,H,1,3,0,0,1.44,4.2,7.5,9,0,1.3809523809523807,2.0,2.142857142857143,0.09523809523809523,0.6190476190476191,1.739130434782609,1.1304347826086956,1.3478260869565215,0.17391304347826084,0.39130434782608703,35,21
3182,2010-01-30,West Ham,Blackburn,0,0,7,8,6,4,0,0,17,13,D,D,0,1,0,0,2.1,3.25,3.6,9,0,1.0869565217391304,1.7391304347826086,1.5652173913043481,0.043478260869565216,0.39130434782608703,1.318181818181818,1.7272727272727273,2.090909090909091,0.13636363636363635,0.5909090909090909,17,27
3183,2010-01-30,Wigan,Everton,0,1,10,10,4,7,0,0,19,10,A,D,0,2,0,0,3.0,3.25,2.37,9,0,1.454545454545454,1.5454545454545454,1.4090909090909092,0.045454545454545456,0.4545454545454545,1.1428571428571432,2.1904761904761907,1.4761904761904765,0.047619047619047616,0.4761904761904762,19,26
3184,2010-01-31,Arsenal,Man United,1,3,18,11,7,5,0,2,9,12,A,A,1,0,0,0,2.6,3.25,2.7,9,1,2.304347826086957,0.8260869565217391,1.4347826086956519,0.13043478260869565,0.4782608695652174,2.565217391304348,1.0869565217391306,1.4347826086956519,0.0,0.4782608695652174,46,47
3185,2010-02-02,Hull,Chelsea,1,1,7,21,3,11,1,1,9,12,D,D,1,3,0,0,8.5,4.8,1.25,9,0,2.4782608695652173,0.8260869565217391,1.2608695652173914,0.08695652173913042,0.39130434782608703,0.9565217391304348,2.0869565217391304,1.9130434782608696,0.08695652173913042,0.43478260869565216,20,51
3186,2010-02-03,Fulham,Portsmouth,1,0,14,12,9,8,0,0,12,12,H,D,0,1,0,0,1.61,3.4,5.0,9,1,0.8636363636363636,1.5909090909090908,2.1818181818181817,0.09090909090909093,0.3181818181818182,1.1304347826086956,1.2173913043478262,1.173913043478261,0.043478260869565216,0.21739130434782608,24,15
3187,2010-02-06,Bolton,Fulham,0,0,16,7,11,4,0,0,8,12,D,D,0,0,0,0,2.25,3.25,3.25,9,0,1.1249999999999998,1.1666666666666667,1.1250000000000002,0.04166666666666666,0.25,1.318181818181818,2.0,2.1818181818181817,0.09090909090909093,0.5909090909090909,21,27
3188,2010-02-06,Burnley,West Ham,2,1,8,20,4,11,1,0,15,13,H,H,2,1,0,0,2.6,3.2,2.75,9,0,1.2608695652173914,1.6521739130434785,2.0,0.13043478260869565,0.5652173913043478,1.0,2.0,1.391304347826087,0.08695652173913042,0.3478260869565217,20,18
3189,2010-02-06,Hull,Man City,2,1,8,17,4,11,1,0,14,14,H,H,2,4,0,0,5.0,3.5,1.73,9,0,2.0,1.3636363636363635,1.2272727272727273,0.09090909090909093,0.4545454545454545,0.9583333333333334,2.0416666666666665,1.875,0.08333333333333333,0.4166666666666667,21,35
3190,2010-02-06,Liverpool,Everton,1,0,9,6,4,3,0,0,11,23,H,D,3,3,1,1,1.83,3.4,4.5,9,0,1.434782608695652,1.4782608695652173,1.4347826086956519,0.043478260869565216,0.43478260869565216,1.7500000000000009,1.0833333333333333,1.333333333333333,0.16666666666666666,0.375,38,29
3191,2010-02-06,Man United,Portsmouth,5,0,21,7,8,5,2,0,9,11,H,H,1,4,0,0,1.12,7.5,23.0,9,1,0.8260869565217391,1.5652173913043481,2.130434782608696,0.08695652173913042,0.3478260869565217,2.333333333333334,0.8333333333333334,1.375,0.125,0.5,50,15
3192,2010-02-06,Stoke,Blackburn,3,0,15,9,11,4,2,0,13,20,H,H,2,3,0,1,2.25,3.2,3.3,9,0,1.0416666666666667,1.6666666666666667,1.5416666666666667,0.04166666666666666,0.375,0.8636363636363636,1.181818181818182,1.9545454545454544,0.045454545454545456,0.18181818181818185,22,28
3193,2010-02-06,Sunderland,Wigan,1,1,11,14,8,6,0,1,12,14,D,A,4,5,0,0,2.0,3.3,3.8,9,0,1.0909090909090908,2.1363636363636367,1.4090909090909092,0.045454545454545456,0.4545454545454545,1.3043478260869563,1.7391304347826086,2.0869565217391304,0.17391304347826084,0.43478260869565216,20,19
3194,2010-02-06,Tottenham,Aston Villa,0,0,28,10,15,5,0,0,10,13,D,D,0,0,0,0,2.05,3.3,3.6,9,0,1.3478260869565215,0.7826086956521741,1.9130434782608696,0.08695652173913042,0.13043478260869565,1.875,1.0416666666666667,1.7083333333333333,0.04166666666666666,0.2916666666666667,39,37
3195,2010-02-07,Birmingham,Wolves,2,1,15,12,10,5,0,1,12,18,H,A,5,3,0,0,1.8,3.3,4.8,9,0,0.8260869565217391,1.7391304347826086,1.826086956521739,0.13043478260869565,0.3478260869565217,0.9565217391304348,1.0,1.7826086956521738,0.043478260869565216,0.21739130434782608,34,18
3196,2010-02-07,Chelsea,Arsenal,2,0,9,14,3,6,2,0,11,14,H,H,2,2,0,0,1.8,3.3,4.8,9,0,2.5,1.1666666666666667,1.4166666666666667,0.0,0.5,2.4166666666666665,0.8333333333333334,1.3333333333333333,0.08333333333333333,0.375,52,46
3197,2010-02-09,Fulham,Burnley,3,0,16,10,12,3,2,0,9,9,H,H,1,0,0,0,1.73,3.4,5.25,9,0,1.0416666666666667,1.9583333333333333,1.4166666666666667,0.08333333333333333,0.3333333333333333,1.0799999999999996,1.12,1.0800000000000003,0.04,0.24,28,23
3198,2010-02-09,Man City,Bolton,2,0,8,11,4,5,1,0,8,18,H,H,0,2,0,0,1.44,4.2,7.5,9,0,1.2608695652173914,1.9130434782608696,2.0869565217391304,0.08695652173913042,0.5652173913043478,1.9565217391304348,1.3913043478260867,1.3478260869565215,0.08695652173913042,0.43478260869565216,35,22
3199,2010-02-09,Portsmouth,Sunderland,1,1,12,7,6,2,0,1,10,15,D,A,3,1,1,2,2.3,3.2,3.2,9,0,1.2916666666666663,1.7083333333333333,2.1666666666666665,0.16666666666666666,0.4166666666666667,0.7916666666666666,1.7083333333333333,2.208333333333333,0.08333333333333333,0.375,15,21
3200,2010-02-09,Wigan,Stoke,1,1,16,10,11,6,1,0,12,7,D,H,2,3,0,0,2.15,3.2,3.5,9,0,0.9565217391304348,1.1304347826086956,1.9565217391304348,0.043478260869565216,0.17391304347826084,1.0869565217391306,2.086956521739131,1.5652173913043481,0.043478260869565216,0.43478260869565216,20,25
3201,2010-02-10,Arsenal,Liverpool,1,0,11,9,6,7,0,0,19,13,H,D,3,2,0,0,2.0,3.3,3.75,9,0,1.7200000000000006,1.04,1.3999999999999997,0.2,0.36,2.4,1.2,1.44,0.0,0.48,46,41
3202,2010-02-10,Aston Villa,Man United,1,1,10,12,6,6,1,1,9,10,D,D,0,1,0,1,4.0,3.5,1.91,9,0,2.4400000000000004,0.8,1.36,0.12,0.52,1.2916666666666667,0.75,1.8333333333333333,0.08333333333333333,0.125,38,53
3203,2010-02-10,Blackburn,Hull,1,0,20,7,10,4,1,0,14,13,H,H,1,3,0,1,1.83,3.4,4.5,9,0,1.0,2.0,1.88,0.08,0.4,1.0,1.72,1.6,0.08,0.36,28,24
3204,2010-02-10,Everton,Chelsea,2,1,7,14,5,5,1,1,13,15,H,D,1,2,0,0,5.0,3.5,1.73,9,0,2.4,0.8,1.36,0.08,0.36,1.3749999999999998,1.4583333333333333,1.5,0.08333333333333333,0.4166666666666667,29,55
3205,2010-02-10,West Ham,Birmingham,2,0,13,9,10,4,1,0,12,9,H,H,1,2,0,0,2.25,3.3,3.2,9,0,1.0,1.0,1.9166666666666667,0.04166666666666666,0.20833333333333331,1.25,1.6666666666666667,1.9583333333333333,0.125,0.5416666666666666,18,37
3206,2010-02-10,Wolves,Tottenham,1,0,8,10,4,4,1,0,15,10,H,H,2,1,0,0,4.33,3.5,1.83,9,0,1.8,1.0,1.64,0.04,0.28,0.8333333333333334,1.75,1.875,0.125,0.3333333333333333,18,40
3207,2010-02-16,Stoke,Man City,1,1,8,9,5,3,0,0,21,14,D,D,3,3,1,0,3.1,3.3,2.3,9,0,1.9583333333333333,1.333333333333333,1.2916666666666667,0.08333333333333333,0.4166666666666667,0.9583333333333334,1.1249999999999998,2.0,0.04166666666666666,0.16666666666666666,26,38
3208,2010-02-17,Wigan,Bolton,0,0,10,8,1,0,0,0,6,9,D,D,0,1,0,0,2.3,3.2,3.2,9,0,1.2083333333333333,1.9166666666666667,2.083333333333333,0.08333333333333333,0.5416666666666666,1.0833333333333337,2.041666666666667,1.5833333333333333,0.04166666666666666,0.4166666666666667,21,22
3209,2010-02-20,Arsenal,Sunderland,2,0,16,6,10,4,1,0,8,10,H,H,1,5,0,0,1.2,5.5,12.0,9,0,1.2799999999999998,1.68,2.12,0.24,0.4,2.3461538461538463,1.1538461538461535,1.5,0.0,0.4615384615384616,49,22
3210,2010-02-20,Everton,Man United,3,1,11,11,7,5,1,1,12,10,H,D,5,1,0,0,4.6,3.25,1.73,9,1,2.3846153846153846,0.8076923076923077,1.3461538461538465,0.15384615384615385,0.5,1.3999999999999997,1.44,1.48,0.08,0.4,32,54
3211,2010-02-20,Portsmouth,Stoke,1,2,15,14,12,7,1,0,10,10,A,H,2,1,0,1,2.3,3.25,2.8,9,1,0.96,1.1199999999999997,2.04,0.08,0.16,0.8,1.68,2.24,0.12,0.36,16,27
3212,2010-02-20,West Ham,Hull,3,0,20,7,12,3,1,0,13,12,H,H,1,1,0,1,1.75,3.3,4.4,9,0,0.9615384615384616,1.9615384615384612,1.9230769230769231,0.1153846153846154,0.38461538461538464,1.28,1.6,1.92,0.12,0.52,21,24
3213,2010-02-20,Wolves,Chelsea,0,2,11,7,7,2,0,1,12,14,A,A,0,1,0,0,10.0,4.5,1.28,9,0,2.3461538461538463,0.8461538461538461,1.3846153846153846,0.07692307692307693,0.3461538461538461,0.84,1.68,1.88,0.12,0.32,21,55
3214,2010-02-21,Aston Villa,Burnley,5,2,15,13,8,10,1,1,5,12,H,D,0,3,0,0,1.35,4.33,8.0,9,1,1.0,2.0,1.36,0.08,0.32,1.28,0.76,1.76,0.08,0.12,39,23
3215,2010-02-21,Blackburn,Bolton,3,0,12,10,7,7,1,0,15,12,H,H,0,1,0,0,1.95,3.25,3.6,9,1,1.16,1.84,2.04,0.08,0.52,1.0,1.6538461538461535,1.5769230769230769,0.07692307692307693,0.3461538461538461,31,23
3216,2010-02-21,Fulham,Birmingham,2,1,11,9,6,6,0,1,9,16,H,A,1,1,0,0,2.05,3.2,3.3,9,1,0.96,1.04,1.92,0.04,0.2,1.1538461538461535,1.0769230769230769,1.0769230769230769,0.038461538461538464,0.2307692307692308,31,37
3217,2010-02-21,Man City,Liverpool,0,0,4,6,1,2,0,0,7,15,D,D,1,6,0,0,2.4,3.2,2.7,9,0,1.6538461538461544,1.0384615384615383,1.4230769230769231,0.19230769230769232,0.3461538461538461,1.92,1.3199999999999996,1.36,0.08,0.4,39,41
3218,2010-02-21,Wigan,Tottenham,0,3,8,13,7,12,0,1,17,13,A,A,3,4,0,0,3.4,3.25,2.0,9,1,1.7307692307692308,1.0,1.6153846153846154,0.038461538461538464,0.2692307692307693,1.04,1.96,1.52,0.04,0.4,22,40
3219,2010-02-23,Man United,West Ham,3,0,12,10,9,4,1,0,10,12,H,H,0,1,0,0,1.2,6.0,15.0,9,0,1.3461538461538465,1.5384615384615383,1.8846153846153848,0.1153846153846154,0.5,2.333333333333334,0.8888888888888888,1.3333333333333333,0.14814814814814814,0.5185185185185185,54,24
3220,2010-02-27,Birmingham,Wigan,1,0,10,11,5,2,1,0,16,18,H,H,1,3,0,0,1.91,3.3,4.2,9,0,1.0,2.0000000000000004,1.5769230769230769,0.038461538461538464,0.4230769230769231,0.9615384615384616,1.0769230769230769,1.8846153846153848,0.038461538461538464,0.2307692307692308,37,22
3221,2010-02-27,Bolton,Wolves,1,0,16,6,9,4,1,0,10,6,H,H,0,2,0,0,1.95,3.3,4.0,9,0,0.8076923076923077,1.6923076923076923,1.807692307692308,0.1153846153846154,0.3076923076923077,1.1153846153846152,1.8846153846153848,2.0,0.07692307692307693,0.5384615384615384,23,21
3222,2010-02-27,Chelsea,Man City,2,4,23,8,13,6,1,1,21,12,A,D,3,1,2,0,1.44,4.2,7.5,9,1,1.8461538461538465,1.269230769230769,1.3461538461538465,0.07692307692307693,0.38461538461538464,2.333333333333333,0.8148148148148148,1.3703703703703705,0.07407407407407407,0.3333333333333333,58,40
3223,2010-02-27,Stoke,Arsenal,1,3,4,17,3,11,1,1,12,7,A,D,0,1,1,0,5.5,3.4,1.7,9,1,2.333333333333333,1.111111111111111,1.4814814814814814,0.0,0.4444444444444444,1.0,1.1153846153846152,2.0,0.1153846153846154,0.19230769230769232,30,52
3224,2010-02-28,Liverpool,Blackburn,2,1,12,12,6,7,2,1,10,22,H,H,1,5,0,0,1.36,4.5,9.0,9,0,1.0740740740740742,1.5925925925925926,1.5185185185185186,0.07407407407407407,0.3703703703703704,1.5925925925925932,1.0000000000000002,1.5925925925925923,0.1851851851851852,0.3333333333333333,42,34
3225,2010-02-28,Sunderland,Fulham,0,0,12,3,5,1,0,0,15,16,D,D,3,3,0,0,2.2,3.3,3.3,9,0,1.1851851851851851,1.0740740740740742,1.0740740740740742,0.037037037037037035,0.25925925925925924,1.2307692307692306,1.6923076923076923,2.230769230769231,0.2307692307692308,0.38461538461538464,22,34
3226,2010-02-28,Tottenham,Everton,2,1,13,14,9,10,2,0,9,18,H,H,1,4,0,0,1.91,3.4,4.0,9,1,1.4615384615384612,1.4230769230769231,1.6153846153846154,0.07692307692307693,0.4230769230769231,1.7777777777777777,0.9629629629629628,1.7037037037037035,0.037037037037037035,0.2962962962962963,43,35
3227,2010-03-06,Arsenal,Burnley,3,1,20,8,11,5,1,0,5,12,H,H,0,4,0,0,1.12,8.0,21.0,9,1,1.0370370370370372,2.1111111111111107,1.4074074074074074,0.07407407407407407,0.3333333333333333,2.357142857142857,1.1071428571428568,1.4642857142857142,0.0,0.4642857142857143,55,23
3228,2010-03-06,West Ham,Bolton,1,2,18,15,8,7,0,2,13,21,A,A,2,5,0,1,1.73,3.5,5.0,9,1,1.111111111111111,1.8148148148148149,1.9259259259259256,0.07407407407407407,0.5185185185185185,1.2962962962962965,1.5925925925925926,1.851851851851852,0.1111111111111111,0.4814814814814815,24,26
3229,2010-03-06,Wolves,Man United,0,1,12,15,6,6,0,0,9,8,A,D,2,1,0,0,10.0,4.6,1.33,9,0,2.3571428571428577,0.8571428571428571,1.2857142857142858,0.14285714285714285,0.5,0.7777777777777778,1.6666666666666667,1.8148148148148149,0.1111111111111111,0.2962962962962963,21,57
3230,2010-03-07,Everton,Hull,5,1,18,7,10,4,2,1,12,21,H,H,0,1,0,0,1.36,4.5,9.0,9,1,0.925925925925926,2.0,1.8888888888888888,0.14814814814814814,0.3703703703703704,1.4444444444444442,1.4444444444444444,1.7037037037037035,0.07407407407407407,0.4444444444444444,35,24
3231,2010-03-08,Wigan,Liverpool,1,0,12,11,4,3,1,0,15,14,H,H,1,5,0,0,6.0,3.6,1.62,9,0,1.6071428571428577,1.0000000000000002,1.5714285714285712,0.17857142857142858,0.32142857142857145,0.9629629629629628,1.9629629629629637,1.6296296296296295,0.037037037037037035,0.4074074074074074,22,45
3232,2010-03-09,Portsmouth,Birmingham,1,2,11,10,8,6,0,2,12,13,A,A,1,2,0,0,2.15,3.2,2.9,9,1,0.9629629629629628,1.037037037037037,1.851851851851852,0.037037037037037035,0.2222222222222222,0.8518518518518519,1.6666666666666667,2.2222222222222223,0.14814814814814814,0.3703703703703704,16,40
3233,2010-03-09,Sunderland,Bolton,4,0,12,7,7,2,1,0,14,10,H,H,2,2,0,1,2.0,3.2,3.2,9,1,1.1428571428571428,1.7857142857142858,2.0357142857142856,0.10714285714285714,0.5357142857142857,1.1851851851851851,1.6296296296296295,2.2592592592592595,0.2222222222222222,0.3703703703703704,23,29
3234,2010-03-10,Burnley,Stoke,1,1,10,8,3,3,0,1,12,10,D,A,2,0,0,0,2.4,3.1,2.6,9,0,1.0,1.1851851851851851,1.9259259259259256,0.14814814814814814,0.2222222222222222,1.0357142857142858,2.142857142857143,1.5,0.07142857142857142,0.35714285714285715,23,30
3235,2010-03-13,Birmingham,Everton,2,2,7,13,4,11,1,2,10,11,D,A,1,1,0,0,3.0,3.2,2.38,9,1,1.5714285714285712,1.4285714285714286,1.6428571428571428,0.07142857142857142,0.4642857142857143,1.0,1.0357142857142858,1.8571428571428568,0.03571428571428571,0.25,43,38
3236,2010-03-13,Bolton,Wigan,4,0,8,13,6,7,1,0,20,13,H,H,1,2,0,0,2.1,3.25,3.6,9,1,0.9642857142857144,1.8928571428571437,1.6071428571428572,0.03571428571428571,0.3928571428571429,1.1034482758620692,1.862068965517241,2.034482758620689,0.13793103448275862,0.5517241379310345,29,25
3237,2010-03-13,Burnley,Wolves,1,2,22,7,11,3,0,1,10,21,A,A,1,4,0,0,2.25,3.2,3.3,9,0,0.75,1.6428571428571428,1.8214285714285716,0.10714285714285714,0.2857142857142857,1.0344827586206895,2.103448275862069,1.5172413793103448,0.06896551724137931,0.3448275862068966,24,21
3238,2010-03-13,Chelsea,West Ham,4,1,22,4,15,2,1,1,13,10,H,D,0,1,0,0,1.22,5.5,15.0,9,1,1.2857142857142858,1.6071428571428572,1.8571428571428568,0.10714285714285714,0.5,2.321428571428572,0.9285714285714286,1.4285714285714286,0.14285714285714285,0.35714285714285715,58,24
3239,2010-03-13,Hull,Arsenal,1,2,7,18,2,9,1,1,16,13,A,D,2,2,1,0,9.0,4.6,1.36,9,0,2.3793103448275863,1.1034482758620692,1.4137931034482758,0.0,0.4827586206896552,0.9285714285714286,2.107142857142857,1.8571428571428568,0.14285714285714285,0.3928571428571429,24,58
3240,2010-03-13,Tottenham,Blackburn,3,1,14,10,7,7,1,0,12,7,H,H,0,0,0,0,1.44,4.0,8.0,9,1,1.0714285714285716,1.6071428571428572,1.6428571428571428,0.07142857142857142,0.35714285714285715,1.7857142857142858,0.9642857142857144,1.6785714285714286,0.03571428571428571,0.32142857142857145,46,34
3241,2010-03-14,Man United,Fulham,3,0,33,8,19,5,0,0,7,11,H,D,1,1,0,0,1.22,5.5,15.0,9,0,1.1428571428571426,1.0357142857142858,1.1428571428571428,0.03571428571428571,0.25,2.3103448275862077,0.8275862068965517,1.2758620689655171,0.13793103448275862,0.4827586206896552,60,35
3242,2010-03-14,Sunderland,Man City,1,1,12,13,7,9,1,0,12,10,D,H,2,4,0,0,3.4,3.25,2.15,9,0,1.9259259259259256,1.296296296296296,1.3333333333333333,0.07407407407407407,0.4074074074074074,1.2857142857142858,1.5714285714285714,2.25,0.21428571428571427,0.3928571428571429,26,43
3243,2010-03-15,Liverpool,Portsmouth,4,1,23,7,12,3,3,0,10,15,H,H,0,2,0,0,1.22,5.75,13.0,9,1,0.8571428571428571,1.6785714285714286,2.1785714285714284,0.14285714285714285,0.3928571428571429,1.551724137931035,1.0000000000000002,1.6896551724137931,0.1724137931034483,0.3103448275862069,45,16
3244,2010-03-16,Wigan,Aston Villa,1,2,10,18,6,10,1,1,10,14,A,D,2,1,0,0,3.4,3.25,2.15,9,1,1.3703703703703705,0.7777777777777778,1.7777777777777777,0.07407407407407407,0.14814814814814814,0.9310344827586208,1.9655172413793112,1.6206896551724137,0.03448275862068965,0.4137931034482759,25,42
3245,2010-03-20,Arsenal,West Ham,2,0,9,8,5,4,1,0,7,24,H,H,1,4,1,0,1.22,5.5,15.0,9,0,1.2758620689655171,1.6896551724137931,1.827586206896552,0.10344827586206896,0.5172413793103449,2.3666666666666667,1.1,1.4333333333333331,0.0,0.4666666666666667,61,24
3246,2010-03-20,Aston Villa,Wolves,2,2,11,7,3,4,1,2,10,12,D,A,1,2,0,0,1.4,4.2,9.0,9,1,0.7931034482758621,1.6206896551724137,1.8965517241379308,0.10344827586206896,0.27586206896551724,1.3928571428571428,0.7857142857142857,1.75,0.07142857142857142,0.17857142857142858,45,24
3247,2010-03-20,Everton,Bolton,2,0,18,6,11,4,0,0,12,17,H,D,1,1,0,1,1.53,3.8,6.5,9,0,1.2,1.8,2.0,0.13333333333333333,0.5666666666666667,1.586206896551724,1.4482758620689655,1.6206896551724137,0.06896551724137931,0.4827586206896552,39,32
3248,2010-03-20,Portsmouth,Hull,3,2,18,9,10,5,1,1,7,8,H,D,1,0,0,0,2.1,3.3,3.5,9,1,0.9310344827586208,2.103448275862069,1.862068965517241,0.1724137931034483,0.3793103448275862,0.8620689655172413,1.7586206896551724,2.172413793103448,0.13793103448275862,0.4137931034482759,16,24
3249,2010-03-20,Stoke,Tottenham,1,2,8,16,4,9,0,0,7,9,A,D,2,2,1,0,3.5,3.3,2.1,9,0,1.827586206896552,0.9655172413793104,1.6206896551724137,0.03448275862068965,0.3448275862068966,0.9655172413793104,1.137931034482759,1.7931034482758617,0.13793103448275862,0.20689655172413796,31,49
3250,2010-03-20,Sunderland,Birmingham,3,1,11,21,9,14,2,0,8,8,H,H,0,1,0,0,2.1,3.3,3.5,9,1,1.0344827586206895,1.0689655172413794,1.827586206896552,0.03448275862068965,0.27586206896551724,1.2758620689655171,1.5517241379310345,2.2413793103448265,0.20689655172413796,0.3793103448275862,27,44
3251,2010-03-20,Wigan,Burnley,1,0,21,13,11,8,0,0,10,15,H,D,1,3,0,0,1.73,3.5,5.0,9,1,1.0333333333333334,2.1,1.5,0.06666666666666668,0.3333333333333333,0.9333333333333332,1.9666666666666672,1.6333333333333333,0.03333333333333333,0.43333333333333335,25,24
3252,2010-03-21,Blackburn,Chelsea,1,1,8,14,4,8,0,1,10,9,D,A,0,1,0,0,7.5,4.2,1.44,9,0,2.3793103448275863,0.9310344827586208,1.3793103448275863,0.13793103448275862,0.3793103448275862,1.0689655172413794,1.6551724137931034,1.5862068965517242,0.06896551724137931,0.3793103448275862,34,61
3253,2010-03-21,Fulham,Man City,1,2,10,14,4,9,0,2,8,9,A,A,0,0,0,0,3.1,3.3,2.3,9,0,1.8928571428571428,1.2857142857142854,1.4285714285714286,0.07142857142857142,0.3928571428571429,1.1034482758620687,1.1034482758620692,1.137931034482759,0.03448275862068965,0.2413793103448276,35,44
3254,2010-03-21,Man United,Liverpool,2,1,10,4,5,2,1,1,10,15,H,D,2,3,0,0,1.67,3.5,5.5,9,0,1.6333333333333335,1.0000000000000002,1.633333333333333,0.16666666666666666,0.3333333333333333,2.333333333333334,0.8,1.2666666666666666,0.13333333333333333,0.4666666666666667,63,48
3255,2010-03-23,West Ham,Wolves,1,3,17,5,10,4,0,1,9,24,A,A,0,2,0,0,1.7,3.3,4.33,9,1,0.8333333333333334,1.6333333333333333,1.9,0.1,0.3,1.2333333333333334,1.7,1.9,0.1,0.5000000000000001,24,25
3256,2010-03-24,Aston Villa,Sunderland,1,1,11,10,4,5,1,1,5,7,D,D,0,0,0,0,1.5,3.4,6.0,9,0,1.3333333333333333,1.5333333333333334,2.166666666666666,0.2,0.4,1.4137931034482758,0.8275862068965517,1.7241379310344829,0.06896551724137931,0.20689655172413796,46,30
3257,2010-03-24,Blackburn,Birmingham,2,1,9,8,7,5,1,0,18,10,H,H,2,1,0,0,1.91,3.2,3.5,9,0,1.0333333333333334,1.1333333333333333,1.8,0.03333333333333333,0.3,1.0666666666666669,1.6333333333333333,1.5333333333333334,0.06666666666666668,0.36666666666666653,35,44
3258,2010-03-24,Man City,Everton,0,2,12,10,5,7,0,1,11,10,A,A,3,2,0,0,1.8,3.3,3.75,9,0,1.6,1.4,1.6,0.06666666666666668,0.4666666666666667,1.8965517241379308,1.2758620689655171,1.3793103448275863,0.06896551724137931,0.3793103448275862,47,42
3259,2010-03-24,Portsmouth,Chelsea,0,5,10,20,6,11,0,1,11,11,A,A,3,2,0,0,9.5,5.0,1.22,9,1,2.333333333333333,0.9333333333333332,1.3666666666666667,0.13333333333333333,0.36666666666666653,0.9333333333333332,1.7666666666666666,2.1333333333333333,0.13333333333333333,0.43333333333333335,19,62
3260,2010-03-27,Birmingham,Arsenal,1,1,7,13,3,8,0,0,13,13,D,D,3,2,0,0,6.5,3.8,1.53,9,0,2.3548387096774195,1.064516129032258,1.4193548387096775,0.03225806451612903,0.4516129032258064,1.032258064516129,1.1612903225806452,1.7741935483870968,0.03225806451612903,0.2903225806451613,44,64
3261,2010-03-27,Bolton,Man United,0,4,14,13,10,8,0,1,14,15,A,A,0,0,0,0,8.0,4.5,1.4,9,1,2.322580645161291,0.8064516129032258,1.2903225806451613,0.12903225806451613,0.4516129032258064,1.1612903225806452,1.8064516129032255,1.9677419354838708,0.16129032258064516,0.5483870967741935,32,66
