,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HTHG,HTAG,HF,AF,FTR,HTR,HY,AY,HR,AR,WHH,WHD,WHA,Season,watch,AGS,AGA,AYC,ARC,AWW,HGS,HGA,HYC,HRC,HWW,HP,AP
3262,2010-03-27,Chelsea,Aston Villa,7,1,13,7,11,5,2,1,12,5,H,H,3,2,0,0,1.36,4.6,8.5,9,1,1.4,0.8333333333333334,1.6666666666666667,0.06666666666666668,0.2,2.419354838709677,0.9032258064516128,1.3870967741935485,0.12903225806451613,0.3870967741935484,65,47
3263,2010-03-27,Hull,Fulham,2,0,7,12,4,9,1,0,11,15,H,H,2,4,0,0,2.5,3.2,2.88,9,0,1.1,1.1333333333333333,1.1,0.03333333333333333,0.2333333333333333,0.9666666666666668,2.1333333333333333,1.8,0.16666666666666666,0.4,24,35
3264,2010-03-27,Tottenham,Portsmouth,2,0,16,8,8,3,2,0,5,9,H,H,0,1,0,0,1.2,6.0,15.0,9,0,0.9032258064516128,1.870967741935484,2.161290322580645,0.12903225806451613,0.4516129032258064,1.8333333333333333,0.9666666666666668,1.6333333333333333,0.03333333333333333,0.3333333333333333,52,19
3265,2010-03-27,West Ham,Stoke,0,1,17,12,7,7,0,0,14,17,A,D,0,2,0,0,2.1,3.2,3.6,9,0,0.9666666666666668,1.1666666666666667,1.8,0.16666666666666666,0.2,1.2258064516129032,1.7419354838709675,1.8387096774193548,0.0967741935483871,0.5161290322580646,24,31
3266,2010-03-27,Wolves,Everton,0,0,9,22,2,13,0,0,14,12,D,D,1,1,0,0,3.8,3.3,2.0,9,0,1.6129032258064513,1.3548387096774193,1.6129032258064515,0.06451612903225806,0.4516129032258064,0.9032258064516128,1.6129032258064515,1.903225806451613,0.0967741935483871,0.3225806451612903,28,45
3267,2010-03-28,Burnley,Blackburn,0,1,7,12,3,5,0,1,15,12,A,A,3,2,0,0,2.62,3.3,2.62,9,0,1.0967741935483872,1.6129032258064515,1.5483870967741935,0.06451612903225806,0.3548387096774194,1.0000000000000002,2.064516129032258,1.5483870967741935,0.06451612903225806,0.3548387096774194,24,38
3268,2010-03-28,Liverpool,Sunderland,3,0,25,7,16,2,2,0,11,9,H,H,0,1,0,0,1.29,5.0,11.0,9,0,1.3225806451612905,1.5161290322580645,2.0967741935483866,0.1935483870967742,0.3870967741935484,1.6129032258064522,1.0322580645161292,1.6774193548387095,0.16129032258064516,0.3225806451612903,48,31
3269,2010-03-29,Man City,Wigan,3,0,10,9,8,3,0,0,12,13,H,D,3,2,0,1,1.33,4.8,9.5,9,0,0.935483870967742,1.9032258064516132,1.6129032258064515,0.03225806451612903,0.4516129032258064,1.8333333333333333,1.2999999999999998,1.4333333333333331,0.06666666666666668,0.36666666666666653,47,28
3270,2010-04-03,Arsenal,Wolves,1,0,23,3,13,2,0,0,10,13,H,D,0,2,0,1,1.2,6.0,15.0,9,0,0.875,1.5625,1.875,0.09375,0.3125,2.3125,1.0625,1.4375,0.03125,0.4375,65,29
3271,2010-04-03,Bolton,Aston Villa,0,1,14,13,10,9,0,1,13,14,A,A,2,0,0,0,3.0,3.25,2.38,9,1,1.3870967741935485,1.032258064516129,1.6774193548387095,0.06451612903225806,0.2258064516129032,1.125,1.875,1.90625,0.15625,0.5625,32,47
3272,2010-04-03,Burnley,Man City,1,6,14,20,7,14,0,5,5,8,A,A,0,0,0,0,5.0,3.6,1.7,9,1,1.870967741935484,1.258064516129032,1.4838709677419355,0.06451612903225806,0.3548387096774194,0.9687500000000002,2.03125,1.59375,0.0625,0.34375,24,50
3273,2010-04-03,Man United,Chelsea,1,2,9,11,3,5,0,1,14,11,A,A,3,1,0,0,2.62,3.1,2.75,9,0,2.5625,0.90625,1.4375,0.125,0.40625,2.3750000000000004,0.78125,1.25,0.125,0.46875,69,68
3274,2010-04-03,Portsmouth,Blackburn,0,0,6,16,3,8,0,0,11,10,D,D,2,1,1,0,3.1,3.3,2.3,9,0,1.09375,1.5625,1.5625,0.0625,0.34375,0.875,1.875,2.125,0.125,0.4375,19,41
3275,2010-04-03,Stoke,Hull,2,0,9,5,3,3,1,0,12,12,H,H,3,2,0,0,1.8,3.4,4.6,9,0,1.0,2.064516129032258,1.8064516129032255,0.16129032258064516,0.3870967741935484,0.967741935483871,1.1290322580645162,1.8064516129032255,0.16129032258064516,0.1935483870967742,34,27
3276,2010-04-03,Sunderland,Tottenham,3,1,11,12,10,9,2,0,16,15,H,H,2,0,0,0,3.5,3.3,2.1,9,1,1.8387096774193548,0.935483870967742,1.5806451612903225,0.03225806451612903,0.3225806451612903,1.28125,1.5625,2.0625,0.1875,0.375,31,55
3277,2010-04-04,Birmingham,Liverpool,1,1,8,16,3,8,0,0,14,9,D,D,2,1,0,0,4.8,3.5,1.75,9,0,1.6562500000000004,1.0000000000000002,1.6249999999999998,0.15625,0.3125,1.03125,1.15625,1.8125,0.03125,0.28125,45,51
3278,2010-04-04,Everton,West Ham,2,2,10,10,5,5,1,0,7,17,D,H,2,3,0,0,1.4,4.33,8.5,9,1,1.1875,1.71875,1.78125,0.09375,0.5000000000000001,1.5624999999999998,1.3125,1.59375,0.0625,0.4375,46,24
3279,2010-04-04,Fulham,Wigan,2,1,7,12,5,7,0,1,11,10,H,A,1,2,0,0,2.0,3.3,3.8,9,0,0.90625,1.9375000000000004,1.625,0.0625,0.4375,1.0645161290322578,1.1612903225806452,1.1935483870967742,0.03225806451612903,0.2258064516129032,35,28
3280,2010-04-10,Hull,Burnley,1,4,11,9,4,7,1,1,19,14,A,D,5,1,0,0,1.7,3.6,5.0,9,1,0.96969696969697,2.1515151515151514,1.5454545454545454,0.060606060606060615,0.3636363636363637,0.96875,2.0625,1.8125,0.15625,0.375,27,24
3281,2010-04-10,West Ham,Sunderland,1,0,10,9,6,7,0,0,12,20,H,D,1,3,0,0,2.0,3.3,3.8,9,0,1.3333333333333333,1.5454545454545454,2.06060606060606,0.18181818181818185,0.3939393939393939,1.2121212121212122,1.7272727272727273,1.818181818181818,0.09090909090909093,0.5151515151515152,25,34
3282,2010-04-11,Blackburn,Man United,0,0,8,13,7,6,0,0,14,12,D,D,1,2,0,0,7.5,4.2,1.44,9,0,2.333333333333334,0.8181818181818182,1.303030303030303,0.12121212121212123,0.4545454545454545,1.0606060606060606,1.5151515151515151,1.5454545454545454,0.060606060606060615,0.3333333333333333,42,69
3283,2010-04-11,Liverpool,Fulham,0,0,18,2,9,2,0,0,6,16,D,D,1,3,0,0,1.3,4.8,11.0,9,0,1.0937499999999998,1.15625,1.1875,0.03125,0.21875,1.636363636363637,1.0000000000000002,1.6060606060606055,0.15151515151515152,0.30303030303030304,52,38
3284,2010-04-11,Man City,Birmingham,5,1,17,5,8,3,3,1,12,9,H,H,0,3,0,0,1.36,4.5,9.0,9,1,1.0303030303030305,1.1515151515151516,1.818181818181818,0.030303030303030307,0.2727272727272727,2.0,1.2499999999999998,1.4375,0.0625,0.375,53,46
3285,2010-04-11,Wolves,Stoke,0,0,10,9,8,1,0,0,7,4,D,D,0,0,0,0,2.3,3.2,3.2,9,0,1.0,1.09375,1.84375,0.15625,0.1875,0.8484848484848485,1.5454545454545454,1.8787878787878791,0.12121212121212123,0.30303030303030304,29,37
3286,2010-04-13,Chelsea,Bolton,1,0,18,7,8,2,1,0,13,22,H,H,1,4,0,0,1.12,6.0,15.0,9,0,1.0909090909090908,1.8484848484848484,1.9090909090909092,0.15151515151515152,0.5757575757575758,2.5454545454545454,0.9090909090909092,1.4242424242424243,0.12121212121212123,0.3939393939393939,71,32
3287,2010-04-14,Aston Villa,Everton,2,2,10,13,7,10,0,1,11,9,D,A,2,2,0,0,2.15,3.3,2.8,9,1,1.5757575757575757,1.3333333333333333,1.606060606060606,0.060606060606060615,0.4545454545454545,1.375,1.0,1.625,0.0625,0.25,50,47
3288,2010-04-14,Tottenham,Arsenal,2,1,13,19,10,11,1,0,13,10,H,H,3,1,0,0,2.9,3.3,2.25,9,1,2.272727272727273,1.0303030303030305,1.393939393939394,0.030303030303030307,0.42424242424242425,1.8125,1.0,1.53125,0.03125,0.34375,55,68
3289,2010-04-14,Wigan,Portsmouth,0,0,24,6,14,2,0,0,16,9,D,D,2,1,0,0,1.53,3.6,5.0,9,0,0.8484848484848485,1.818181818181818,2.121212121212121,0.15151515151515152,0.42424242424242425,0.9090909090909092,1.93939393939394,1.6363636363636365,0.060606060606060615,0.42424242424242425,28,20
3290,2010-04-17,Birmingham,Hull,0,0,10,11,7,4,0,0,11,12,D,D,0,0,0,0,1.8,3.4,4.6,9,0,0.9696969696969696,2.121212121212121,1.9090909090909087,0.15151515151515152,0.3939393939393939,1.0294117647058822,1.2647058823529411,1.8529411764705883,0.029411764705882356,0.29411764705882354,46,27
3291,2010-04-17,Blackburn,Everton,2,3,15,11,10,4,0,1,15,10,A,A,3,2,0,0,2.75,3.2,2.6,9,1,1.5882352941176467,1.3529411764705883,1.6176470588235294,0.05882352941176471,0.4705882352941176,1.0294117647058822,1.4705882352941178,1.5294117647058822,0.05882352941176471,0.3235294117647059,43,48
3292,2010-04-17,Fulham,Wolves,0,0,11,5,4,1,0,0,9,11,D,D,1,0,0,0,2.0,3.3,3.8,9,0,0.8235294117647058,1.5,1.8235294117647056,0.1176470588235294,0.29411764705882354,1.0606060606060603,1.1212121212121209,1.2424242424242424,0.030303030303030307,0.21212121212121213,39,30
3293,2010-04-17,Man City,Man United,0,1,8,13,5,3,0,0,8,12,A,D,2,1,0,0,2.7,3.4,2.5,9,0,2.2647058823529416,0.7941176470588235,1.3235294117647058,0.1176470588235294,0.4411764705882353,2.090909090909091,1.2424242424242422,1.393939393939394,0.060606060606060615,0.3939393939393939,56,70
3294,2010-04-17,Stoke,Bolton,1,2,11,13,5,8,1,0,10,5,A,H,1,2,0,0,1.95,3.3,4.0,9,0,1.0588235294117647,1.8235294117647056,1.9705882352941175,0.14705882352941174,0.5588235294117647,0.9696969696969696,1.0606060606060606,1.7878787878787878,0.15151515151515152,0.18181818181818185,38,32
3295,2010-04-17,Sunderland,Burnley,2,1,16,9,11,4,2,0,14,17,H,H,3,2,0,0,1.57,3.8,6.0,9,0,1.058823529411765,2.117647058823529,1.5294117647058822,0.05882352941176471,0.38235294117647056,1.2941176470588236,1.5294117647058822,2.0882352941176467,0.17647058823529413,0.38235294117647056,34,27
3296,2010-04-17,Tottenham,Chelsea,2,1,20,9,10,6,2,0,7,14,H,H,2,4,0,1,4.2,3.5,1.85,9,1,2.5,0.8823529411764706,1.4117647058823528,0.1176470588235294,0.38235294117647056,1.818181818181818,1.0,1.5757575757575757,0.030303030303030307,0.3636363636363637,58,74
3297,2010-04-18,Portsmouth,Aston Villa,1,2,16,12,12,9,1,1,5,10,A,D,0,0,0,0,5.5,3.75,1.62,9,1,1.393939393939394,1.0303030303030305,1.6363636363636365,0.060606060606060615,0.2727272727272727,0.8235294117647058,1.7647058823529411,2.088235294117647,0.14705882352941174,0.4117647058823529,21,51
3298,2010-04-18,Wigan,Arsenal,3,2,16,11,11,8,0,1,15,13,H,A,2,1,0,0,6.0,4.0,1.53,9,1,2.235294117647059,1.0588235294117647,1.3823529411764706,0.029411764705882356,0.4411764705882353,0.8823529411764706,1.8823529411764708,1.6470588235294117,0.05882352941176471,0.4117647058823529,29,68
3299,2010-04-19,Liverpool,West Ham,3,0,17,6,8,2,2,0,8,12,H,H,0,2,0,0,1.36,4.5,9.0,9,0,1.2058823529411764,1.6764705882352942,1.7941176470588236,0.08823529411764706,0.5000000000000001,1.5882352941176474,0.970588235294118,1.5882352941176467,0.14705882352941174,0.29411764705882354,53,28
3300,2010-04-21,Hull,Aston Villa,0,2,14,11,10,5,0,1,8,7,A,A,2,2,0,0,3.3,3.3,2.2,9,0,1.4117647058823528,1.0294117647058822,1.5882352941176472,0.05882352941176471,0.29411764705882354,0.9411764705882352,2.0588235294117645,1.8529411764705883,0.14705882352941174,0.38235294117647056,28,54
3301,2010-04-24,Arsenal,Man City,0,0,9,3,4,2,0,0,13,14,D,D,4,2,0,0,1.95,3.5,3.8,9,0,2.0294117647058822,1.2352941176470589,1.4117647058823528,0.05882352941176471,0.38235294117647056,2.2285714285714286,1.1142857142857143,1.3714285714285714,0.028571428571428567,0.4571428571428571,68,56
3302,2010-04-24,Bolton,Portsmouth,2,2,14,13,10,6,2,0,16,13,D,H,1,1,0,0,1.53,4.0,6.0,9,1,0.8285714285714286,1.7714285714285714,2.0285714285714285,0.14285714285714285,0.42857142857142855,1.0857142857142856,1.8,1.9714285714285715,0.14285714285714285,0.5428571428571428,35,21
3303,2010-04-24,Hull,Sunderland,0,1,14,10,8,5,0,1,12,17,A,A,1,3,1,1,2.3,3.3,3.1,9,0,1.3142857142857145,1.5142857142857142,2.114285714285714,0.17142857142857146,0.37142857142857133,0.9142857142857144,2.057142857142857,1.8571428571428568,0.14285714285714285,0.37142857142857133,28,37
3304,2010-04-24,Man United,Tottenham,3,1,15,9,8,3,0,0,13,10,H,D,1,0,0,0,1.44,4.5,6.5,9,1,1.8235294117647056,1.0,1.5882352941176472,0.029411764705882356,0.38235294117647056,2.228571428571429,0.7714285714285715,1.3142857142857145,0.11428571428571427,0.42857142857142855,73,61
3305,2010-04-24,West Ham,Wigan,3,2,9,12,7,10,2,1,9,10,H,H,1,2,0,0,1.8,3.5,4.5,9,1,0.9428571428571428,1.885714285714286,1.6571428571428573,0.057142857142857134,0.42857142857142855,1.1714285714285717,1.7142857142857142,1.8,0.08571428571428573,0.4857142857142858,28,32
3306,2010-04-24,Wolves,Blackburn,1,1,14,12,5,8,0,1,9,8,D,A,0,1,0,0,2.25,3.2,3.3,9,0,1.0571428571428572,1.5142857142857142,1.5714285714285714,0.057142857142857134,0.3428571428571429,0.8,1.457142857142857,1.7714285714285714,0.11428571428571427,0.2857142857142857,31,43
3307,2010-04-25,Aston Villa,Birmingham,1,0,10,16,6,14,0,0,12,16,H,D,1,4,0,0,1.57,3.8,6.0,9,0,1.0,1.2285714285714286,1.8,0.028571428571428567,0.2857142857142857,1.4285714285714286,1.0,1.6,0.057142857142857134,0.2857142857142857,57,47
3308,2010-04-25,Burnley,Liverpool,0,4,12,12,6,10,0,0,13,11,A,D,2,1,0,0,5.5,4.0,1.57,9,1,1.628571428571429,0.9428571428571432,1.5428571428571425,0.14285714285714285,0.2857142857142857,1.0571428571428574,2.1142857142857143,1.542857142857143,0.057142857142857134,0.37142857142857133,27,56
3309,2010-04-25,Chelsea,Stoke,7,0,29,3,18,2,3,0,14,12,H,H,0,3,0,0,1.12,8.0,21.0,9,1,0.9705882352941176,1.088235294117647,1.7647058823529411,0.14705882352941174,0.17647058823529413,2.4571428571428573,0.9142857142857144,1.4857142857142858,0.14285714285714285,0.4,74,38
3310,2010-04-25,Everton,Fulham,2,1,15,8,9,6,0,1,7,12,H,A,0,1,0,0,1.4,4.33,8.5,9,1,1.0294117647058822,1.088235294117647,1.2352941176470589,0.029411764705882356,0.2058823529411765,1.628571428571428,1.3714285714285714,1.6285714285714286,0.057142857142857134,0.4857142857142857,51,40
3311,2010-05-01,Birmingham,Burnley,2,1,13,12,4,7,2,0,11,10,H,H,2,1,0,0,1.5,4.1,6.5,9,0,1.027777777777778,2.1666666666666665,1.5555555555555556,0.05555555555555555,0.3888888888888889,0.9722222222222222,1.2222222222222223,1.8611111111111112,0.027777777777777776,0.2777777777777778,47,27
3312,2010-05-01,Man City,Aston Villa,3,1,17,10,12,6,2,1,6,9,H,H,1,2,0,0,1.83,3.6,4.2,9,1,1.4166666666666667,0.9722222222222222,1.5833333333333333,0.05555555555555555,0.2777777777777778,1.9714285714285715,1.1999999999999995,1.4285714285714286,0.057142857142857134,0.37142857142857133,57,60
3313,2010-05-01,Portsmouth,Wolves,3,1,12,18,8,11,2,1,10,13,H,H,0,1,0,0,2.4,3.3,2.9,9,1,0.8055555555555556,1.4444444444444444,1.7222222222222223,0.1111111111111111,0.2777777777777778,0.8611111111111112,1.7777777777777777,2.0,0.1388888888888889,0.4444444444444444,22,32
3314,2010-05-01,Stoke,Everton,0,0,12,11,6,9,0,0,10,10,D,D,0,0,0,0,3.6,3.3,2.05,9,0,1.6388888888888884,1.3611111111111112,1.5833333333333333,0.05555555555555555,0.5,0.9428571428571428,1.2571428571428571,1.8,0.14285714285714285,0.2,38,54
3315,2010-05-01,Tottenham,Bolton,1,0,25,11,12,7,1,0,11,10,H,H,0,3,0,0,1.25,5.5,12.0,9,0,1.1111111111111112,1.805555555555556,1.9444444444444444,0.1388888888888889,0.5555555555555556,1.8,1.0571428571428572,1.542857142857143,0.028571428571428567,0.4,61,36
3316,2010-05-02,Fulham,West Ham,3,2,5,7,3,5,1,0,10,14,H,H,0,0,0,0,2.25,3.25,3.2,9,1,1.2222222222222223,1.7222222222222223,1.7777777777777777,0.08333333333333333,0.5000000000000001,1.0285714285714285,1.1142857142857143,1.2285714285714286,0.028571428571428567,0.22857142857142854,40,31
3317,2010-05-02,Liverpool,Chelsea,0,2,7,15,2,11,0,1,7,7,A,A,1,2,0,0,4.0,3.6,1.85,9,0,2.583333333333333,0.8888888888888888,1.4444444444444444,0.1388888888888889,0.4166666666666667,1.6944444444444449,0.9166666666666669,1.5277777777777777,0.1388888888888889,0.3055555555555556,59,77
3318,2010-05-02,Sunderland,Man United,0,1,10,14,2,9,0,1,10,9,A,A,3,2,0,0,8.0,4.8,1.36,9,0,2.2500000000000004,0.7777777777777778,1.3055555555555556,0.1111111111111111,0.4444444444444444,1.3055555555555556,1.4722222222222223,2.1388888888888884,0.19444444444444445,0.3611111111111111,40,76
3319,2010-05-03,Blackburn,Arsenal,2,1,11,6,7,4,1,1,19,15,H,D,2,2,0,0,3.5,3.4,2.05,9,0,2.1666666666666665,1.0833333333333333,1.4444444444444444,0.027777777777777776,0.4444444444444444,1.0555555555555556,1.5,1.5555555555555556,0.05555555555555555,0.3333333333333333,44,69
3320,2010-05-03,Wigan,Hull,2,2,13,6,7,3,1,1,11,14,D,D,2,0,0,0,1.75,3.5,4.8,9,1,0.8888888888888888,2.0277777777777777,1.8333333333333333,0.16666666666666666,0.3611111111111111,0.9722222222222222,1.916666666666667,1.666666666666667,0.05555555555555555,0.4444444444444444,32,28
3321,2010-05-05,Fulham,Stoke,0,1,12,5,6,2,0,0,7,6,A,D,1,3,0,0,2.05,3.3,3.6,9,0,0.9166666666666666,1.2222222222222223,1.75,0.1388888888888889,0.19444444444444445,1.0833333333333333,1.1388888888888888,1.1944444444444444,0.027777777777777776,0.25,43,39
3322,2010-05-05,Man City,Tottenham,0,1,10,10,5,6,0,0,12,14,A,D,0,3,0,0,2.0,3.4,3.75,9,0,1.7777777777777777,1.0277777777777777,1.5,0.027777777777777776,0.3888888888888889,2.0,1.1944444444444442,1.4166666666666667,0.05555555555555555,0.3888888888888889,60,64
3323,2010-05-09,Arsenal,Fulham,4,0,16,5,11,2,3,0,11,10,H,H,2,2,0,0,1.17,7.0,15.0,9,1,1.054054054054054,1.135135135135135,1.1891891891891893,0.027027027027027032,0.2432432432432433,2.135135135135135,1.108108108108108,1.4594594594594594,0.027027027027027032,0.4324324324324325,69,43
3324,2010-05-09,Aston Villa,Blackburn,0,1,16,9,12,3,0,0,14,12,A,D,2,1,0,0,1.53,4.0,6.0,9,0,1.0810810810810811,1.4864864864864864,1.5675675675675675,0.054054054054054064,0.32432432432432434,1.4054054054054057,1.027027027027027,1.5945945945945943,0.054054054054054064,0.2972972972972973,60,47
3325,2010-05-09,Bolton,Birmingham,2,1,14,10,8,5,1,0,14,17,H,H,2,5,0,0,2.2,3.25,3.3,9,0,1.0,1.2162162162162162,1.864864864864865,0.027027027027027032,0.2702702702702703,1.0810810810810811,1.7837837837837838,1.9729729729729732,0.13513513513513514,0.5405405405405406,36,50
3326,2010-05-09,Burnley,Tottenham,4,2,16,16,12,11,1,2,9,8,H,A,0,0,0,0,7.0,4.0,1.5,9,1,1.7567567567567568,1.0,1.5405405405405406,0.027027027027027032,0.3783783783783784,1.0270270270270272,2.1621621621621623,1.5405405405405406,0.054054054054054064,0.3783783783783784,27,67
3327,2010-05-09,Chelsea,Wigan,8,0,17,4,10,3,2,0,14,9,H,H,2,2,0,1,1.1,9.0,21.0,9,1,1.0,1.9189189189189195,1.675675675675676,0.054054054054054064,0.4594594594594595,2.5675675675675675,0.8648648648648649,1.4594594594594594,0.13513513513513514,0.40540540540540543,80,33
3328,2010-05-09,Everton,Portsmouth,1,0,21,10,13,4,0,0,12,11,H,D,0,0,0,0,1.29,5.5,10.0,9,0,0.9189189189189191,1.7567567567567568,1.945945945945946,0.13513513513513514,0.4594594594594595,1.5945945945945943,1.3243243243243243,1.5405405405405406,0.054054054054054064,0.4864864864864865,55,25
3329,2010-05-09,Hull,Liverpool,0,0,11,19,6,7,0,0,15,11,D,D,1,0,0,0,6.0,4.0,1.53,9,0,1.6486486486486491,0.9459459459459462,1.5135135135135132,0.13513513513513514,0.2972972972972973,0.9189189189189191,2.0270270270270268,1.7837837837837838,0.16216216216216214,0.3783783783783784,29,59
3330,2010-05-09,Man United,Stoke,4,0,18,4,13,4,2,0,10,4,H,H,2,0,0,0,1.11,8.5,21.0,9,1,0.9189189189189191,1.1891891891891893,1.7837837837837838,0.13513513513513514,0.1891891891891892,2.2162162162162167,0.7567567567567568,1.3243243243243243,0.10810810810810813,0.4324324324324325,79,42
3331,2010-05-09,West Ham,Man City,1,1,12,17,8,6,1,1,12,7,D,D,2,0,0,0,4.33,3.5,1.83,9,0,1.945945945945946,1.189189189189189,1.3783783783783785,0.054054054054054064,0.3783783783783784,1.2432432432432432,1.7567567567567568,1.7297297297297298,0.08108108108108109,0.5135135135135136,31,60
3332,2010-05-09,Wolves,Sunderland,2,1,14,11,7,5,1,1,11,19,H,D,1,2,0,2,2.3,3.2,3.2,9,0,1.2702702702702702,1.4594594594594594,2.162162162162162,0.1891891891891892,0.35135135135135137,0.8108108108108109,1.4864864864864864,1.7027027027027026,0.10810810810810813,0.2972972972972973,32,40
3343,2010-08-28,Blackburn,Arsenal,1,2,15,14,7,9,1,1,9,7,A,D,1,0,0,0,6.0,3.8,1.57,10,1,3.5,0.5,1.5,0.5,0.5,1.0,1.0,2.5,0.0,0.0,0,3
3344,2010-08-28,Blackpool,Fulham,2,2,14,12,5,7,0,1,13,16,D,A,1,0,0,0,3.2,3.2,2.3,10,1,1.0,1.0,2.5,0.0,0.5,2.0,3.0,0.5,0.5,1.0,0,1
3345,2010-08-28,Chelsea,Stoke,2,0,15,9,6,3,1,0,5,10,H,H,0,2,0,0,1.1,9.5,21.0,10,0,1.0,2.0,2.5,0.0,0.5,6.0,0.0,1.5,0.0,1.0,3,0
3346,2010-08-28,Man United,West Ham,3,0,18,7,11,2,1,0,6,11,H,H,1,2,0,0,1.12,8.0,21.0,10,0,0.5,3.0,2.0,0.0,0.5,2.5,1.0,2.0,0.0,0.5,1,0
3347,2010-08-28,Tottenham,Wigan,0,1,12,13,7,5,0,0,10,11,A,D,3,2,0,0,1.25,5.5,12.0,10,0,0.0,5.0,1.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,3,0
3348,2010-08-28,Wolves,Newcastle,1,1,5,11,2,6,1,0,20,17,D,H,7,4,0,0,2.4,3.2,3.0,10,0,3.0,1.5,2.5,0.0,0.5,1.5,1.0,1.0,0.0,0.5,1,3
3349,2010-08-29,Aston Villa,Everton,1,0,12,15,6,9,1,0,19,10,H,H,4,0,0,0,2.5,3.2,2.88,10,0,0.5,1.0,1.0,0.0,0.0,1.5,3.0,1.0,0.0,0.5,0,1
3350,2010-08-29,Bolton,Birmingham,2,2,11,9,8,5,0,1,19,17,D,A,2,3,1,0,2.1,3.2,3.6,10,1,2.0,1.5,2.5,0.0,0.5,1.5,0.5,2.5,0.0,0.5,3,3
3351,2010-08-29,Liverpool,West Brom,1,0,11,14,7,5,0,0,9,8,H,D,0,0,0,1,1.2,6.0,15.0,10,0,0.5,3.0,1.0,0.0,0.5,0.5,2.0,1.0,0.5,0.0,0,3
3352,2010-08-29,Sunderland,Man City,1,0,12,9,4,7,0,0,5,9,H,D,0,3,0,0,4.2,3.5,1.83,10,0,1.5,0.0,1.5,0.0,0.0,1.0,1.5,2.5,0.5,0.5,0,3
3353,2010-09-11,Arsenal,Bolton,4,1,23,7,14,6,1,1,11,11,H,D,2,2,0,1,1.2,6.0,15.0,10,1,1.6666666666666667,1.0,2.333333333333333,0.3333333333333333,0.6666666666666666,3.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,6,4
3354,2010-09-11,Everton,Man United,3,3,23,13,14,8,1,1,11,18,D,D,1,1,0,0,4.2,3.3,1.91,10,1,2.6666666666666665,0.6666666666666666,1.6666666666666667,0.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,1,4
3355,2010-09-11,Fulham,Wolves,2,1,13,4,6,2,0,1,9,17,H,A,3,6,0,1,1.83,3.4,4.5,10,0,1.3333333333333333,1.0,3.0,0.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.0,0.6666666666666666,2,2
3356,2010-09-11,Man City,Blackburn,1,1,20,4,14,2,0,1,12,10,D,A,2,1,0,0,1.33,5.0,9.0,10,0,1.0,1.3333333333333333,2.0,0.0,0.3333333333333333,1.0,0.3333333333333333,2.0,0.0,0.0,3,0
3357,2010-09-11,Newcastle,Blackpool,0,2,16,7,13,4,0,1,15,14,A,A,2,3,0,0,1.57,4.0,5.5,10,0,2.0,2.6666666666666665,0.6666666666666666,0.3333333333333333,1.0,2.333333333333333,1.3333333333333333,3.0,0.0,0.3333333333333333,4,1
3358,2010-09-11,West Brom,Tottenham,1,1,15,16,8,9,1,1,12,9,D,D,2,1,0,0,3.5,3.4,2.05,10,1,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.0,0.0,0.3333333333333333,2.333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,3,3
3359,2010-09-11,West Ham,Chelsea,1,3,13,17,7,9,0,2,13,10,A,A,2,2,0,0,9.0,5.0,1.33,10,1,4.666666666666667,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,3.0,2.0,0.0,0.3333333333333333,0,6
3360,2010-09-11,Wigan,Sunderland,1,1,17,4,4,2,0,0,19,11,D,D,4,2,0,1,2.5,3.25,2.8,10,0,1.0,1.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.333333333333333,1.3333333333333333,0.0,0.6666666666666666,3,3
3361,2010-09-12,Birmingham,Liverpool,0,0,15,14,3,8,0,0,8,9,D,D,1,0,0,0,3.3,3.25,2.2,10,0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,2.0,1.6666666666666667,2.6666666666666665,0.0,0.6666666666666666,4,3
3362,2010-09-13,Stoke,Aston Villa,2,1,20,10,12,6,0,1,11,14,H,A,1,2,0,0,2.5,3.25,2.8,10,1,1.3333333333333333,2.0,2.0,0.0,0.3333333333333333,0.6666666666666666,2.0,2.333333333333333,0.0,0.3333333333333333,0,3
